Award ID,Current Status,Detailed Status,Grant Title,Grant Abstract,Estimated Funds Promised,Funds Obligated Before Disruption,Funds Spent Before Disruption,Funds Remaining Before Disruption,Earliest Disruption,Disruption Indicators,Latest Restoration,Restoration Indicator,Project Start Date,Project End Date (Original),Directorate,Division,Assistance Listing Code,Assistance Listing Title,Funding Opportunity Code,Grantee Organization,Grantee State,Grantee City,Grantee Congressional District,USAspending,NSF.gov
2230636,Disrupted,Terminated,"SCC-IRG Track 1 Designing Smart, Sustainable Risk Reduction in Hazard-Prone Communities: Modeling Risk Across Scales of Time and Space","The exponential increase in extreme events over the last decade compels new methods of managing risk in communities exposed to recurring natural hazards. This project advances the National Science Foundation’s goal “Growing Convergence Research” to enable smart and connected communities by initiating and expanding collective learning capacity through integrating digital twin technologies and social games. This project proposes to engage decision makers across sectors and scales of jurisdiction in managing risk by reallocating attention, time, resources and overcoming barriers to act collectively as hazardscapes change. This project will use the threat of wildfire across two communities in northern California as community engagement study sites. Working with thirteen community partners, the project will develop an innovative sociotechnical digital twin of the San Francisco Bay Area that integrates virtual models of physical infrastructure systems, social/commercial networks, and insurance mechanisms that distribute risk over space and time. Serious games will be designed to activate learning processes inherent in play to engage community’s awareness and commitment to collective action. 

This project will use a complex systems approach to hazard reduction across multiple scales of risk by developing a new generation of socio-technical digital twin that integrates models of physical infrastructure systems and virtual networks of communication with social games to engage community stakeholders’ awareness and commitment to collective action. Using a conceptual framework of complex adaptive systems, this project will investigate whether community learning processes that focus on cognition and action will mitigate wildfire risk in the short-term and lead to sustainable adaptation to recurring risk conditions in the long-term. This inquiry advances risk management theory by testing a prototype sociotechnical framework for developing shared knowledge to support decision making by multiple actors at different scales to reduce hazard risk. The sociotechnical digital twin provides a macro view of risk at the regional scale, as well as detailed views of interactions at the micro scale, essential to manage operations. Translating risk information into formats that are easily understood by different groups and embedding learning processes in gaming scenarios to advance risk reduction is transformative. A major goal is to shift the perspective from reaction to extreme events after they occur to anticipation of risk and mitigation of potential losses before hazards occur. Using serious games, a process of iterative learning for diverse community actors increases the level of shared cognition of risk and commitment to action. The project will engage under-represented minorities in affected regions and support decision-makers in vulnerable communities.

This project is in response to the Smart & Connected Communities program. It is co-funded by the Advancing Informal STEM Learning program which seeks to advance new approaches to, and evidence-based understanding of, the design and development of STEM learning in informal environments.

This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",2500000,2500000,2053465.1099999999,446534.89000000013,2026-04-13,Other Reporting,N/A,N/A,2022-10-01,2026-09-30,Computer and Information Science and Engineering,Computer and Network Systems,47.076,EDUCATION AND HUMAN RESOURCES,N/A,University of California-Berkeley,CA,BERKELEY,CA-12,https://www.usaspending.gov/award/ASST_NON_2230636_049/,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2230636
2230766,Disrupted,Terminated,Four Networks for Geologic Hydrogen Storage,"Every year, large amounts of renewable energy are wasted because they are produced at times of low demand. Some of the excess energy could be stored by splitting water into hydrogen, a flexible fuel and useful chemical. But where can hydrogen be stored at scales large enough to impact the carbon footprint of our society? Underground porous rock formations may be able to store and return hydrogen. Natural gas reservoirs have trapped gas for millions of years. Storage in depleted gas reservoirs may also provide new economic opportunities to communities depending on fossil fuel extraction. It is unclear, however, whether hydrogen can be stored in rocks and retrieved without economic losses. Addressing these issues is challenging because, beside the safety concerns, hydrogen can interact with minerals and microbes in ways that alter its usability and resale value.  The social and economic impacts of a hydrogen economy are also unknown.  Here, the team leverages expertise worldwide to investigate the scientific, environmental, community, and economic implications of underground hydrogen storage.  They carry out state-of-the-art experiments to unveil the chemical and biological transformations of hydrogen while stored within rocks. The goal is to identify the best natural reservoirs. They design a full-scale experiment where storage of hydrogen can be tested in the field. They analyze the socioeconomic implications of transiting to a hydrogen economy. They assess the opportunities and risks associated with the emerging green hydrogen industry while informing interested communities. Such an assessment is critical to unlock a growing supply of clean energy and distribute it to the public. This project also trains the future green hydrogen workforce. It provides support and training for 1 postdoctoral associate, and graduate and undergraduate students notably from underrepresented groups in science.
 
More specifically, the project is organized around 4 tasks. Task 1 uses experimental metagenomics and geochemical methods to understand chemical and biological hydrogen losses. This task outcome is a thermodynamic biogeochemical model to predict the fate of hydrogen in any candidate reservoir. Task 2 uses US and international experts to design a field study of hydrogen storage to test predictions of storage performance. This task's goal is to generate and publish an open research proposal for a field study that can be used in any country considering the transition to hydrogen economy. Task 3 studies and contrasts plans and activities for the regional development of hydrogen hubs in the Netherlands and California. An essential goal here is to inform communities on how to assess and constructively respond to opportunities and threats associated with the emerging green hydrogen industry. Task 4 establishes new international opportunities for undergraduate education and training with a focus on the diverse science, technology, environmental and economic issues around hydrogen. This task seeks to recruit a diverse body of STEM students into Earth science fields and train them to work skillfully and collaboratively across disciplinary, social, and international boundaries.

This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",1500000,1500000,937571.45,562428.55,2026-04-13,Other Reporting,N/A,N/A,2022-12-01,2026-11-30,Office of the Director,International Science and Engineering,47.079,OFFICE OF INTERNATIONAL SCIENCE AND ENGINEERING,N/A,University of California-Berkeley,CA,BERKELEY,CA-12,https://www.usaspending.gov/award/ASST_NON_2230766_049/,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2230766
2234542,Disrupted,Terminated,PFI-RP:  Fiber Optic Sensing System for Smart Infrastructure Monitoring,"The broader impact/commercial potential of this Partnerships for Innovation - Research Partnerships (PFI-RP) project is to significantly enhance the capability in predicting and managing life expectancy of large civil infrastructure .  The future infrastructure systems need smart and fast sensors to assess their performance against designed parameters and predictive models.  The project will integrate smarter information gathering sensors that will focus on safety, security, lower life cycle costs, and post-disaster surveys needs in new and current infrastructure. The broader implication will be in realizing the 'smart city' approach for hazard prevention and future city management. This will be achieved by actively monitoring operational conditions using fiber optic sensing technology developed in this project.  Training courses will be offered to develop future leaders in the area of infrastructure engineering. Students from underrepresented minority groups will participate in the research and work closely with the industrial partner organizations bringing together designers, engineers, operators and owners. 

The proposed project makes a single low-cost fiber optic cable into thousands of strain gauges, thermocouples, or accelerometers. It utilizes a patented distributed fiber optic sensing system, which provides a very high density of data (every 2 cm) over a very long distance (5-10 km). The system competes with existing technologies primarily based on its low price, high data acquisition speed and delivery of processed engineering data. The project will produce mass-producible hardware and commercial quality user interface software by (i) developing digitization hardware for a low-cost, mass production system, (ii) integrating a cloud-based data process system for more efficient data acquisition and interpretation, and (iii) demonstrating online digital twin model for real-time engineering analysis. The ultimate goal is that this scalable distributed monitoring system is used for large infrastructure monitoring projects such as bridges, tunnels, foundations, dams, levees, deep wells, and surface or buried pipelines in partnership with an industrial leader and US Army. The intellectual merit of this technology, coupled with data from other sensing and data analytics tools, is to significantly enhance the capability in predicting and managing large infrastructure's life expectancy by actively monitoring operational processes.

This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",547134,547134,446999.12,100134.88,2026-04-13,Other Reporting,N/A,N/A,2023-09-15,2026-08-31,"Technology, Innovation and Partnerships",Translational Impacts,47.084,"NSF TECHNOLOGY, INNOVATION, AND PARTNERSHIPS",19-506,University of California-Berkeley,CA,BERKELEY,CA-12,https://www.usaspending.gov/award/ASST_NON_2234542_049/,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2234542
2235013,Disrupted,Terminated,Collaborative Research: CCRI: New: An Open Source Simulation Platform for AI Research on Autonomous Driving,"Autonomous driving is transforming daily life and economy, with promised benefits like safe transportation and efficient mobility.  Much of today’s research on autonomous driving experiments on expensive commercial vehicles. It is costly and risky to evaluate AI and machine learning methods on physical vehicles in real world. Driving simulator provides a cost-effective and safe alternative for the development and evaluation of new AI algorithms. However, existing driving simulators with limited assets and complexity cannot accommodate the needs of the rapidly progressing AI fields. This project aims to develop an open-ended driving simulation platform that fosters innovations in various aspects of autonomous driving from perception to decision-making. This platform will support realistic driving simulation with a diverse range of traffic assets and scenarios imported from real world. It will become a common experimental ground for researchers in academia and industry to develop new AI methods, share data and models, and benchmark the progress. The platform will grow into a community research infrastructure and have significant impacts on the blooming autonomous driving industry.  Additionally, it will provide interactive teaching toolkits for STEM education, particularly for students from underserved communities. 

In this project, investigators will develop an open-source simulation platform called MetaDriverse for AI research on autonomous driving. This platform will serve as a research infrastructure and facilitate compelling research opportunities in various disciplines, including computer vision, computer graphics, machine learning, and human-machine interaction. MetaDriverse will feature realistic visual appearance, interactive real-world scenarios and assets, and intuitive human control interface, allowing for the simulation of real-world driving experiences. It will also provide a wide range of tasks and benchmarks and the flexibility to design new ones, which will gauge the community’s collective effort and accelerate the research progress. The key features and capabilities of the platform include (i) realistic visual perception and neural rendering, (ii) interactive simulation of real-world traffic scenarios, (iii) comprehensive benchmarks and model zoo, and (iv) community’s collective effort. This infrastructure will foster a wide range of opportunities and collaborations in the autonomous driving and intelligent transportation industries and bring significant societal and economic impacts.

This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",900000,900000,890207.96,9792.040000000037,2026-04-13,Other Reporting,N/A,N/A,2023-03-15,2026-02-28,Computer and Information Science and Engineering,Computer and Network Systems,47.070,COMPUTER AND INFORMATION SCIENCE AND ENGINEERING,N/A,University of California-Berkeley,CA,BERKELEY,CA-12,https://www.usaspending.gov/award/ASST_NON_2235013_049/,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2235013
2303523,Disrupted,Terminated,Collaborative Research: TRTech-PGR: Optimization of Virus-based Delivery of Guide RNAs for Heritable Editing in Maize,"The advent of CRISPR/Cas has enabled the ability to precisely edit genes at an unprecedented scale. A current major bottleneck in realizing the full potential of gene editing is lack of robust methods for the delivery of gene editing components into plants. The most widely used method for the delivery of gene editing components into plant cells is through transformation. However, many major crops are recalcitrant to transformation and production of transgenic plants is time consuming and labor-intensive. Since transformation of maize is still limited to specialized laboratories, it is a major impediment in application of CRISPR/Cas for functional genomic studies. Here, we will generate resources and develop tools that will ease application of gene editing technology in maize. Given maize is the world’s most produced crop, yields more calories per acre than almost any other crop, the tools developed under this project will have broader impact on studies involving maize and other important monocot crops. All biological materials and the methods generated under this project will be made available to the scientific community. The project will also provide hands-on research training to underrepresented minority undergraduate students and high school students. 

Developing newer, more efficient gene editing methods in plants is critical to performing gene function studies. The advent and deployment of CRISPR/Cas-based technology has allowed for the generation of mutant genotypes with highly specific mutations. So far, most methods for highly efficient, CRISPR-based gene editing rely on traditional transgenic approaches to deliver the Cas nucleases and single guide RNA (sgRNA) components. Although few maize inbred lines can be transformed, transformation is a major bottleneck in maize functional genomic studies. Furthermore, traditional inbred lines have longer generation times and require a significant amount of growth space. To overcome these bottlenecks, this project will generate B104 maize lines that express high levels of Cas9 nuclease under the control of a constitutive ubiquitin promoter. Viral vectors for delivery of sgRNAs into these Cas9 expressing maize lines will be engineered and optimized for induction of somatic and heritable editing. To accelerate gene function studies in maize, Fast Flowering Mini Maize (FFMM) lines expressing high levels of Cas9 under the control of the constitutive ubiquitin and meiosis-specific promoters will be generated. These lines and optimized viral vectors to deliver sgRNAs will be tested for induction of somatic and heritable editing.

This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",277978,277978,277910.65,67.34999999997672,2026-04-13,Other Reporting,N/A,N/A,2023-09-01,2027-08-31,Biological Sciences,Integrative Organismal Systems,47.074,BIOLOGICAL SCIENCES,N/A,University of California-Berkeley,CA,BERKELEY,CA-12,https://www.usaspending.gov/award/ASST_NON_2303523_049/,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2303523
2313791,Disrupted,Terminated,Reactive Force Field Design Guided by Energy Decomposition Analysis,"With support from the Chemical Theory, Models and Computational Methods program in the Division of Chemistry, Professors Teresa Head-Gordon and Martin Head-Gordon of the University of California Berkeley will develop next-generation force fields guided by new advances in energy decomposition analysis (EDA). Force fields (FFs) are empirical functions that aim to describe how the potential energy of a system varies with position of the atoms and molecules both accurately and inexpensively. Molecular simulations advance by improving the accuracy of the force field, which is recognized as a difficult yet essential challenge, which can partly be addressed using EDA. An EDA takes advanced quantum mechanical calculations on groups of molecules, and distills their interaction energy into a sum of terms that capture repulsive and attractive physical driving forces. These terms provide valuable first principles data to inform the design and parameterization of new force fields. The research should yield new scientific methods and results on specific chemical systems. Broader impacts will encompass software dissemination, machine learning models, high quality data generation, and education, training, and outreach. Research opportunities will be provided for junior transfer undergraduates who have more difficulty finding research labs during their shorter tenure. Development of a Professional Masters in Molecular Sciences and Software Engineering (MSSE) degree will aid development of a diverse workforce that is highly prepared for programming, data modeling, and machine learning.

Specifically, the collaborative research team at UC-Berkeley will formulate a new Gibbs decomposition analysis (GDA) to unravel connections between molecular driving forces and enthalpy-entropy trade-offs. GDA will be adapted to FF simulations in order to probe the molecular interactions controlling interfacial chemistry. For non-covalent interactions, EDA for electrostatic polarization will be advanced to reveal each fragment’s energy lowering and orbital rearrangements. New analysis will be performed to reconcile real space and Hilbert space measures of charge transfer, and to understand Pauli relaxation. These EDA advances have the potential to answer basic questions about non-bonded interactions and help guide the FF development that use charge equilibration to define polarization and charge transfer. The recent emergence of machine learning to represent potential surfaces offers a complementary approach to reactive force field development for chemical bonding. The NewtonNet machine learning model will be trained with EDA data that can be integrated into force fields. In summary, the main objectives of these studies are to provide more powerful EDA tools as well as machine learning models to expand the scope of advanced potential energy surfaces to non-bonded interactions, reactive chemistry, and to better interpretation of observables in condensed phase and interfacial systems.

This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",700000,700000,600614.6000000001,99385.3999999999,2026-04-13,Other Reporting,N/A,N/A,2023-09-01,2026-08-31,Mathematical and Physical Sciences,Chemistry,47.049,MATHEMATICAL AND PHYSICAL SCIENCES,22-606,University of California-Berkeley,CA,BERKELEY,CA-12,https://www.usaspending.gov/award/ASST_NON_2313791_049/,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2313791
2319711,Disrupted,Terminated,Collaborative Research: EDGE CMT: A four-dimensional genotype-phenotype map of poison frog skin color,"Coloration plays important ecological roles in animals, including mate choice, thermoregulation, and avoiding predation. However, the understanding of how animals produce coloration is based on only a few species and large gaps in knowledge remain. For example, very little is known about how amphibians, one of the major groups of vertebrate animals, produce their beautiful array of colors and patterns. This project will leverage recent advances in genomic and developmental biology to identify the genes that control color and color patterning in three species of poison frogs that represent some of the most colorful and charismatic vertebrates. The development of poison frogs as a model system for the study of coloration will identify key biological mechanisms that contribute to coloration, and open new avenues of research into genetics of color in other animals. The proposed research will also train undergraduate students, graduate students, and postdoctoral researchers in cutting-edge genomic techniques. Project personnel will communicate research results to the public using visual displays of live frogs, children’s books written in Spanish, and a virtual field experience based on scientific field work which will be made available freely online. 

The proposed research will create a four-dimensional genotype-to-phenotype map of poison frog skin coloration using methods that link color and pattern to their underlying genetics. Color and pattern phenotypes will be examined using a combination of computational analysis of images, spectrophotometry, metabolomics and their genetic underpinnings will be examined using genome sequencing of several genera, species and populations, genome wide association studies, and RNAseq. Results will be synthesized using in-situ hybridization to track the expression of candidate genes over the course of development and spatial RNA sequencing to track gene expression in specific skin regions of the frogs, both of which will then be mapped onto images of skin structure obtained using transmission electron microscopy (TEM). Finally, key candidate patterning genes will be validated using CRISPR. Results will be integrated into a four-dimensional map connecting genetic variants and spatial gene expression with phenotypic variation in color, color patterning, and pigment organization, and visualized using TEM images. This holistic approach, focusing on three independent origins of spot and stripe patterning, will provide key insights into general mechanisms underlying color variation in vertebrates. Furthermore, poison frogs are known for having large, complex genomes, so this work will provide a guide to future investigators on how to connect genotype to phenotype in difficult systems.

This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",1557526,1557526,468315.14,1089210.8599999999,2026-04-13,Other Reporting,N/A,N/A,2023-12-15,2027-11-30,Biological Sciences,Integrative Organismal Systems,47.074,BIOLOGICAL SCIENCES,21-546,University of California-Berkeley,CA,BERKELEY,CA-12,https://www.usaspending.gov/award/ASST_NON_2319711_049/,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2319711
2334028,Disrupted,Terminated,Collaborative Research: TRTech-PGR TRACK: Discovery and characterization of small CRISPR systems for virus-based delivery of heritable editing in plants.,"Given current crop productivity projections, agricultural practices will be inadequate to meet future global food demands. Humanity’s ability to address this problem will largely depend on the efficiency with which novel genetic diversity can be created and introduced into plant breeding programs. New genome editing techniques allow for a more precise introduction of genetic diversity, but the current methods are very slow and inefficient and only work in some crop species. This project aims to discover novel genome editing systems that can be more widely and quickly deployed in a large variety of crop species, to enhance plant breeding to make crops with higher yields and resistance to drought, pests, and extreme temperatures. The new tools will also be useful for orphan crop species that do not receive sufficient attention from the plant biotechnology industry. The project will also include a structured approach to involving undergraduate student researchers from diverse backgrounds through different programs at the two participating University of California campuses, UCLA and UC Berkeley. The project will also enable postdocs and graduate students on the project to gain experience in training students from diverse backgrounds.

Recent progress in genome editing technology is poised to accelerate plant breeding programs by allowing for the precise introduction of specific changes to important plant genes. Despite this advance, a primary bottleneck remains: fast and effective delivery of the gene editing reagents into crop plants. The most common methods of delivery are to encode RNA-guided genome editors (e.g. CRISPR-Cas enzymes) within transgenes and use tissue culture and transformation approaches or to introduce CRISPR protein and guide RNAs directly into plant cells followed by tissue culture to regenerate plants. However, tissue culture methods require considerable time, resources, and technical expertise, and can cause unintended changes to the genome and epigenome. Furthermore, regenerating plants from tissue culture only works in a limited number of plant species and genotypes. Plant viruses are ideal vectors for the delivery of CRISPR systems to whole plants without the use of plant transformation or tissue culture. However, most viruses have a very small cargo capacity, which is insufficient to accommodate currently used CRISPR systems. We propose to discover and characterize hypercompact CRISPR systems that are small enough to be encoded in plant viruses for easy and fast editing of whole plants, which could be used in a wide range of important crop species. We will screen a large number of candidate compact gene editing systems from metagenomics data and test these systems in bacterial cells and plant cells. The goal will be to find hypercompact editing systems that match or exceed the efficiency of current large systems.

This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",800000,800000,555656.42,244343.57999999996,2026-04-13,Other Reporting,N/A,N/A,2024-02-01,2027-01-31,Biological Sciences,Integrative Organismal Systems,47.074,BIOLOGICAL SCIENCES,23-559,University of California-Berkeley,CA,BERKELEY,CA-12,https://www.usaspending.gov/award/ASST_NON_2334028_049/,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2334028
2350466,Disrupted,Terminated,A Coordination Chemistry Approach to the Synthesis of Single-Molecule Magnets,"With support from the Chemical Structure, Dynamics & Mechanisms B (CSDM-B) Program of the Chemistry Division, Professor Jeffrey R. Long of the Department of Chemistry at the University of California, Berkeley, is designing and synthesizing new single-molecule magnets. Upon removal of an applied magnetic field, these species display signatures of magnetic memory, a property long thought to arise exclusively from long-range magnetic order in bulk permanent magnet materials. However, the observation of such behavior in individual nanoscopic molecules is remarkable and may lead to transformative advances in areas such as high-density data processing, quantum information science, and quantum sensing. This project lies at the interface of synthetic molecular chemistry and physics and is therefore ideally suited for interdisciplinary young scientists with broad interests and for promoting the inclusion of students from underrepresented backgrounds. Finally, an outreach program will seek to educate Bay Area K–12 students on the role and wonder of magnetic molecules in society.

This research will employ fundamental molecular design principles to newly synthesize single-molecule magnets, aiming for systems with high operating temperatures. The project will test the central hypothesis that coordination chemistry can enable the synthesis of molecules with tailored electronic structures, thereby giving rise to single-molecule magnets with unprecedented operating temperatures. More specifically, this proposal focuses on the design and synthesis of new lanthanide- and transition metal-based molecules with (i) maximal axial crystal-field anisotropy to give high relaxation barriers and (ii) strong magnetic exchange interactions to mitigate deleterious quantum tunneling. This project will expand our knowledge of how to manipulate a wide range of magnetic properties in molecules, including single-ion magnetic anisotropy, magnetic coercivity, and magnetic coupling interactions. The fundamental knowledge generated from this project may lead to advances in myriad technological areas–including quantum information science, ultra-hard magnetism, and biomedical imaging.

This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",600000,600000,599999.71,0.2900000000372529,2026-04-13,Other Reporting,N/A,N/A,2024-05-01,2027-04-30,Mathematical and Physical Sciences,Chemistry,47.049,MATHEMATICAL AND PHYSICAL SCIENCES,22-605,University of California-Berkeley,CA,BERKELEY,CA-12,https://www.usaspending.gov/award/ASST_NON_2350466_049/,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2350466
2025226,Disrupted,Terminated,"Building Capacity for Science-Informed Policy in the Americas through Regional Collaboration, Global Change Science Synthesis, Science Diplomacy, and Transdisciplinary Networks","The Inter-American Institute (IAI) for Global Change Research will establish an innovative science-policy program for the Americas with the following aims: (1) To create a science diplomacy center with innovative training approaches, including Science, Technology, Policy Fellows (STeP) and in-person and virtual science diplomacy professional development seminars; (2) To develop a transdisciplinary (TD) science training program to enhance the capacity of professionals and institutions across Latin America and the Caribbean to conduct TD science that will inform end users from public and private sectors. Although scientific capacity in the Americas has been increasing in the last two decades, there are still significant discrepancies among countries.  In this project, IAI will focus on effectively addressing the disparities in capacity between large and small nations.  These efforts will allow for greater inclusion of early career scientists and practitioners from underrepresented countries into regional networks, thereby providing a more diverse and realistic panorama of global change challenges and improving the Americas’ ability to cope with and thrive under global change. 

The IAI will define TD approaches through training and collaborative development of instructional materials, synthesizing and disseminating results and best practices in the design and implementation of TD methodologies, tailored for the region. Targeted training materials on science diplomacy and TD science will reach a broad audience of scientists and non-scientists throughout the region, increasing the capacity of the Americas to generate scientific information that is useful for stakeholders to jointly address global change issues. This project will also support a broader conversation on the ethical principles associated with TD research. Training exchanges and the STeP Fellowship program will prepare the next generation of science-policy leaders, individuals who are well equipped to effectively integrate scientific information into decision making processes for the public and private sector. These fellows will also be connected to other regional and global fellow networks, increasing their collaboration opportunities. TD trainings will aim at increasing the inclusion of people and countries that have been historically underrepresented in the sciences, thereby fomenting a more equitable and diverse science-policy community.

This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",2604170,2604170,2604170,0,2026-02-10,Other Reporting,N/A,N/A,2021-09-15,2026-08-31,Geosciences,"Research, Innovation, Synergies, and Education",47.050,GEOSCIENCES,N/A,Inter-American Institute for Global Change Research,N/A,MONTEVIDEO,N/A,https://www.usaspending.gov/award/ASST_NON_2025226_049/,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2025226
2507801,Disrupted,Terminated,"SBP: CAREER: Organizational diversity management through supportive, skills-focused allyship training","As social and political tensions become increasingly acerbic, the need for support-based interventions against interpersonal prejudice, stigmatization, and discrimination is becoming abundantly clear. Despite a relatively long history of research identifying strategies for reducing interpersonal negativity (e.g., “diversity training”), reports of continued negativity dominate the current headlines. This project will design and validate a theoretically-developed and empirically supported diversity intervention focused on training employees specific skills to be allies for one another and for marginalized others. Specifically, this project will extend current knowledge and implementation by (a) assessing the effectiveness of this type of training longitudinally to assess long-term impact and (b) developing an online version of the training for broad dissemination. This project will also include the development of a diversity research group, a summer diversity research institute for undergraduate scholars, and a workshop designed to educate organizational scientists about allyship and diversity research.

The training content is informed by theories related to social identity, bystander intervention processes, social learning, and planned behavior. The training design is informed by theories of learning and contemporary best practices related to learning, retention, information processing, and knowledge transfer.  Training modules include lecture-based presentations, video-based role modeling, perspective-taking empathy exercises, and interpersonal skills practice. The training will address knowledge and skill acquisition, deep levels of cognitive and emotional mental processing, and concrete skill-building to maximize transfer and implementation of the skills learned. This project can transform our understanding of diversity training initiatives by focusing on skill-building rather than on discrimination reduction and by employing systematic longitudinal and multilevel empirical validation.

This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",497769,308978,0,497769,2026-01-31,research.gov API,N/A,N/A,2024-10-01,2026-01-31,"Social, Behavioral and Economic Sciences",Social and Economic Sciences,47.075,"SOCIAL, BEHAVIORAL, AND ECONOMIC SCIENCES",17-537,University of Texas at Arlington,TX,ARLINGTON,TX-25,https://www.usaspending.gov/award/ASST_NON_2507801_049/,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2507801
2222433,Disrupted,Terminated,Provider Pricing Behavior and Health Policy,"Spending on health care comprises almost 20% of GDP in the United States, and spending on hospital care constitutes almost a third of that. Despite this cost, relatively little is known about the pricing behavior of hospitals: until recently, the rates negotiated between hospitals and insurers for items and services have been largely confidential, thus significantly limiting researchers’ abilities to understand the market dynamics for hospital care. This project will use new, publicly available hospital price transparency data from hospitals across the country to better understand how health policy affects hospital pricing: specifically, how Medicaid expansion is associated with altered hospital pricing practices. Hospitals typically contract with many different payers – both public and private – that have different degrees of negotiating power; Medicaid expansion changes the distribution of payer mix for a given hospital, and thus may have consequences for the prices that payers are able to negotiate.  This project should not only deepen the collective understanding of hospital pricing practices, but also enable additional research into hospital pricing behavior and inform national policy discussions on the costs and benefits of public insurance expansion. 

This project will assemble a sample of novel, publicly available hospital pricing datasets from hospitals all over the country and clean, document, and synthesize this data. Then, using this analytic dataset, this project will conduct two studies on the determinants of hospital pricing. Using a quasi-experimental state-border research design, both studies will estimate the relationship between payer mix and hospital pricing behavior. The first study will examine the extent to which hospitals respond to Medicaid expansion by shifting costs between payers; the second study will examine the extent to which hospitals respond to Medicaid expansion by strategically altering prices across services within the hospital. Finally, this project will publicize and promote this research dataset among other researchers at minority-serving institutions (MSIs), and will provide proactive outreach to, and support for, other MSI researchers seeking to use this new, important data source.

This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",282412,282412,219510.71,62901.29000000001,2025-11-19,research.gov API,N/A,N/A,2022-10-01,2026-09-30,"Social, Behavioral and Economic Sciences",Social and Economic Sciences,47.075,"SOCIAL, BEHAVIORAL, AND ECONOMIC SCIENCES",N/A,University of Maryland Baltimore County,MD,BALTIMORE,MD-07,https://www.usaspending.gov/award/ASST_NON_2222433_049/,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2222433
